1	25.3
39	25.5
40	25.5
77	25.5
79	25.5
137	25.5
190	27.3
192	27.4
194	27.5
201	27.6
204	27.6
205	27.7
210	27.7
272	28.5
275	28.5
301	28.8
343	29.1
541	29.3
584	29.3
604	29.4
626	29.4
919	29.6
952	29.6
1014	29.7
1024	29.7
1029	29.8
1151	29.8
1198	29.8
1274	29.8
1360	29.8
1371	29.9
1379	29.9
1436	30.0
1438	29.9
1439	29.8
1524	29.9
1526	30.0
1538	30.0
